Category,Sms,cleaned_sms
scam,"Xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu 9 nitakurefund nikifika plx By JOACHIM KAPUFI,ni grp member",xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu nitakurefund nikifika plx by joachim kapufini grp member
scam,Iyo hela itume humu kwenye Vodacom 0655251448 jina lije MARIAM NDUGAI.,iyo hela itume humu kwenye vodacom jina lije mariam ndugai
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0657538690",habari ewe mtanzania sasa mlango umefunguliwa jiunge namatajiri bila kutoa kafala binadam utapewa mtajiongea wakala
trust,Naomba unitumie picha ya bidhaa hiyo.,naomba unitumie picha bidhaa
scam,"IYO PESA ITUME KWENYE NAMBA HII 0773409724 JINA ITALETA JUMA SIKAREKO NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE",iyo pesa itume kwenye namba jina italeta juma sikareko nimeazima simu wakala hapa laini natatizo upande wa kupokea pesa asante
scam,Tumia namba hii ya airtel 0615810764 kutuma hiyo Hela jina Magomba Maila,tumia namba airtel kutuma hela jina magomba maila
scam,TUMIA NAMBA HII (0716484506)KUNITUMIA IYO HELA JINA LITAONYESHA (LUKA KIMBANGU),tumia namba kunitumia iyo hela jina litaonyesha luka kimbangu
trust,Nitapenda kuungana nawe kwenye project mpya dada.,nitapenda kuungana nawe kwenye project mpya dada
scam,Iyo pesa itume humu kwenye halotel 0786543210 jina lije ABDALLAH MWANAKU.,iyo pesa itume humu kwenye halotel jina lije abdallah mwanaku
scam,Habari za mda huu. Mimi  mwenye nyumba wako hii namba yangu ya Halotel. Mbona kimya na siku zinazidi kwenda...?,habari mda huu mwenye nyumba wako namba halotel mbona kimya siku zinazidi kwenda
trust,Nitafurahi kuzungumza nawe tena hivi karibuni.,nitafurahi kuzungumza nawe tena hivi karibuni
trust,"Ninaomba nipige simu baadaye, simu yangu haina chaji.",ninaomba nipige simu baadaye simu haina chaji
scam,Tumia namba hii ya AIRTEL 0750335946 kutuma hiyo pesa jina Magomba Maila,tumia namba airtel kutuma pesa jina magomba maila
trust,Uko vizuri broo,uko vizuri broo
scam,"IYO PESA ITUME KWENYE NAMBA HII 0747878264 JINA ITALETA JUMA SIKAREKO NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE",iyo pesa itume kwenye namba jina italeta juma sikareko nimeazima simu wakala hapa laini natatizo upande wa kupokea pesa asante
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0782435667 AU 0782435667",karibu freemason utimize ndoto biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg
scam,"KARIBU UJIUNGE NA CHAMA CHA (666)FREE'MASON UBADILISHE MAISHA YAKO.MILIKI MALI,PESA(UTAJIRI) MAJUMBA NA MAGARI BILA KAFALA PIGA 0781476081 au 0781476081",karibu ujiunge chama cha freemason ubadilishe maisha yakomiliki malipesautajiri majumba magari bila kafala piga
trust,Tafadhali nipe maelezo zaidi.,tafadhali nipe maelezo zaidi
scam,MPIGIE MZEE PETER NYANGE WA TIBA ASILI. MALI. PETE. NYOTA. UZAZI. KUPANDISHWA CHEO KAZINI. KULUDISHA MALI ILIYOPOTEA. NAMBA 0695567435,mpigie mzee peter nyange wa tiba asili mali pete nyota uzazi kupandishwa cheo kazini kuludisha mali iliyopotea namba
scam,Utanitumia kwenye ii 0657666983 airtel jina PEREGIA FILIPO namba yangu inadeni usiitumie,utanitumia kwenye ii airtel jina peregia filipo namba inadeni usiitumie
scam,Au nitumie kwenye AirtelMoney Namba.0698018072 jina litakuja JUMANNE YASINI MASAKA,nitumie kwenye airtelmoney namba jina litakuja jumanne yasini masaka
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0689592818 AU 0689592818",karibu freemason utimize ndoto biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg
scam,"Mpigie Mzee HADIJA LAI kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0676584303",mpigie mzee hadija lai tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga
trust,Unajuwa kabisa man nakufatiliya sana,unajuwa kabisa man nakufatiliya
scam,au iyo ela nitumie kwenye Tigopesa hii 0617488472 Jina litoke 0617488472.,iyo ela nitumie kwenye tigopesa jina litoke
scam,MZEE OLIVA MATIAS tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0787-406-889)(0787-406-889),mzee oliva matias tiba asili biashala kazi masomo utajili kesi kuludisha mkemume piga
trust,"Je, unaweza kuja nyumbani kesho?",unaweza kuja nyumbani kesho
scam,tuma kwenye namba hii ya HaloPesa 0657666983 jina litakuja JUMA SIKAREKO Ukituma unijulishe,tuma kwenye namba halopesa jina litakuja juma sikareko ukituma unijulishe
trust,"Samahani, sikuweza kupokea simu yako.",samahani sikuweza kupokea simu yako
scam,"Imethibitishwa, namba yako ya 0747878264 imejishindia TSH 4,000,000 kutoka OFA YAKO. Piga 0747878264 ili kupokea Pesa yako.",imethibitishwa namba yako imejishindia tsh kutoka ofa yako piga ili kupokea pesa yako
scam,"Congratulations! Your CV has passed. You can get 6,000,000TZS in a day. for details: wa.me/2550615810764",congratulations your cv has passed you can get tzs in a day for details wame
scam,hela tuma kwa namba hii 0698018072 jina SALOME KALUNGA,hela tuma namba jina salome kalunga
scam,Pesa tuma kwa namba hii 0657538690 jina HADIJA LAI,pesa tuma namba jina hadija lai
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0767274553",habari ewe mtanzania sasa mlango umefunguliwa jiunge namatajiri bila kutoa kafala binadam utapewa mtajiongea wakala
scam,Naomba unitumie iyo pesa kwenye namba hii ya vodacom 0675259049. jina (JOACHIM KAPUFI),naomba unitumie iyo pesa kwenye namba vodacom jina joachim kapufi
trust,Mwambaa uyuu,mwambaa uyuu
scam,Utanitumia kwenye ii 0781476081 VODACOM jina HOSEA MKUMBUKWA namba yangu inadeni usiitumie,utanitumia kwenye ii vodacom jina hosea mkumbukwa namba inadeni usiitumie
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0784862618",habari ewe mtanzania sasa mlango umefunguliwa jiunge namatajiri bila kutoa kafala binadam utapewa mtajiongea wakala
scam,Congratulations! Your CV has passed. You can get 120000TZS in a day. for details: wa.me/2550655251448,congratulations your cv has passed you can get tzs in a day for details wame
scam,"Dear, No need to go out work, just at home to earn 2,000,000TZS a day, please contact us: https://wa.me/2550689592818",dear no need to go out work just at home to earn tzs a day please contact us httpswame
scam,MZEE HOSEA MKUMBUKWA tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0615810764)(0615810764),mzee hosea mkumbukwa tiba asili biashala kazi masomo utajili kesi kuludisha mkemume piga
scam,"Imethibitishwa, namba yako ya 0783654321 imejishindia TSH 6,000,000 kutoka TUZO  POINTI. Piga 0783654321 ili kupokea hela yako.",imethibitishwa namba yako imejishindia tsh kutoka tuzo pointi piga ili kupokea hela yako
scam,"We need urgently Need Staff salary 170,000TZS. Reach HR team at: wa.me/2550782734560.",we need urgently need staff salary tzs reach hr team at wame
scam,Utanitumia kwa hîi halotel 0689933027 j'ina ni PEREGIA FILIPO.,utanitumia hîi halotel jina peregia filipo
scam,Iyo Hela itume humu kwenye Vodacom 0786543210 jina lije ABDALLAH MWANAKU.,iyo hela itume humu kwenye vodacom jina lije abdallah mwanaku
trust,"Nimepoteza funguo, naomba msaada wako.",nimepoteza funguo naomba msaada wako
scam,hela tuma kwa namba hii 0617488472 jina ABDALLAH MWANAKU,hela tuma namba jina abdallah mwanaku
trust,Tutaenda wapi wikiendi hii?,tutaenda wapi wikiendi
scam,Utanitumia kwenye ii 0698018072 halotel jina SAID MTAALAM  namba yangu inadeni usiitumie,utanitumia kwenye ii halotel jina said mtaalam namba inadeni usiitumie
scam,"IYO PESA ITUME KWENYE NAMBA HII 0755667788 JINA ITALETA JENEROZA ROCK BENEDICTO NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE",iyo pesa itume kwenye namba jina italeta jeneroza rock benedicto nimeazima simu wakala hapa laini natatizo upande wa kupokea pesa asante
scam,Utanitumia kwenye ii 0787-406-889 vodacom jina PEREGIA FILIPO namba yangu inadeni usiitumie,utanitumia kwenye ii vodacom jina peregia filipo namba inadeni usiitumie
scam,"Imethibitishwa, namba yako ya 0782734560 imejishindia TSH 4,000,000 kutoka TUZO POINT. Piga 0782734560 ili kupokea pesa yako.",imethibitishwa namba yako imejishindia tsh kutoka tuzo point piga ili kupokea pesa yako
scam,Iyo ela tuma humu kwenye voda 0689592818 Jina lije LUKA KIMBANGU.,iyo ela tuma humu kwenye voda jina lije luka kimbangu
trust,"Kocha wa Simba ameonyesha mbinu mpya za kushambulia, timu inazidi kuimarika.",kocha wa simba ameonyesha mbinu mpya kushambulia timu inazidi kuimarika
scam,HABARI ZAUKO NI MIMI MWENYE NYUMBA WAKO MNA ENDEREAJE APO NYUMBANI IYO NAMBA YANGU MPYA YA HALOTEL NAKUMBUSHIA KODI YANGU  MANA NAONA KIMYA SANA NAOMBA TUWA SIRIANE,habari zauko mwenye nyumba wako mna endereaje apo nyumbani iyo namba mpya halotel nakumbushia kodi mana naona kimya naomba tuwa siriane
trust,"Nimemaliza kuandika ripoti, nitakutumia baadaye.",nimemaliza kuandika ripoti nitakutumia baadaye
trust,"Hata kama Arsenal wameshinda jana, bado wanahitaji mshambuliaji wa nguvu zaidi.",hata kama arsenal wameshinda jana bado wanahitaji mshambuliaji wa nguvu zaidi
scam,Iyo ela tuma humu kwenye Vodacom 0784862618 Jina lije PEREGIA FILIPO,iyo ela tuma humu kwenye vodacom jina lije peregia filipo
scam,"Congratulations! Your CV has passed. You can get 4,000,000TZS in a day. for details: wa.me/2550782435667",congratulations your cv has passed you can get tzs in a day for details wame
scam,TUMIA NAMBA HII (0617488472)KUNITUMIA IYO HELA JINA LITAONYESHA (JUMA SIKAREKO),tumia namba kunitumia iyo hela jina litaonyesha juma sikareko
scam,tuma kwenye namba hii ya M-Pesa 0782734560 jina litakuja MARIAM NDUGAI Ukituma unijulishe,tuma kwenye namba mpesa jina litakuja mariam ndugai ukituma unijulishe
trust,"Nina tatizo na printer, je, unaweza kunisaidia?",nina tatizo printer unaweza kunisaidia
trust,Naomba unisaidie na kazi hii ngumu.,naomba unisaidie kazi ngumu
scam,Utanitumia kwenye ii 0698945621 TIGO jina SAID MTAALAM  namba yangu inadeni usiitumie,utanitumia kwenye ii tigo jina said mtaalam namba inadeni usiitumie
trust,"Simba wanahitaji winga mpya wa kasi, wa sasa hawafanyi kazi ipasavyo.",simba wanahitaji winga mpya wa kasi wa sasa hawafanyi kazi ipasavyo
trust,"Habari mpenzi, leo nimekumiss sana. Nakutakia siku njema.",habari mpenzi leo nimekumiss nakutakia siku njema
scam,"We need urgently Need Staff salary 2,000,000TZS. Reach HR team at: wa.me/2550695567435.",we need urgently need staff salary tzs reach hr team at wame
scam,Nitumie tu kwenye hii Airtel 0767274553 jina JOACHIM KAPUFI.,nitumie tu kwenye airtel jina joachim kapufi
trust,Hali ya barabara leo ilikuwa mbaya sana.,hali barabara leo ilikuwa mbaya
scam,"voda ZYBU Imethibitishwa namba yako ya 065 ... imeshinda Tsh2,000,000.00/=million kutoka OFA YAKO ilikupokea hela yako piga 0698018072 Asante",voda zybu imethibitishwa namba yako imeshinda tshmillion kutoka ofa yako ilikupokea hela yako piga asante
scam,0782734560 Jina litakuja NASHONI MBIRIBI Nitumie kwenye hiyo airtel,jina litakuja nashoni mbiribi nitumie kwenye airtel
scam,MPIGIE MZEE LINUSI MALALO WA TIBA ASILI. MALI. PETE. NYOTA. UZAZI. KUPANDISHWA CHEO KAZINI. KULUDISHA MALI ILIYOPOTEA. NAMBA 0696530433,mpigie mzee linusi malalo wa tiba asili mali pete nyota uzazi kupandishwa cheo kazini kuludisha mali iliyopotea namba
scam,Iyo Pesa itume humu kwenye AIRTEL 0788542784 jina lije HADIJA LAI.,iyo pesa itume humu kwenye airtel jina lije hadija lai
scam,TUMIA NAMBA HII (0675259049)KUNITUMIA IYO HELA JINA LITAONYESHA (FEBU SHADI WILISON),tumia namba kunitumia iyo hela jina litaonyesha febu shadi wilison
scam,"Mpigie Mzee MWANAIDI KHAMISI kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0689592818",mpigie mzee mwanaidi khamisi tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga
scam,Habari za asubuhi. Mimi  mwenye nyumba wako hii namba yangu ya Tigo. Mbona kimya na siku zinazidi kwenda...?,habari asubuhi mwenye nyumba wako namba tigo mbona kimya siku zinazidi kwenda
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0767274553",habari ewe mtanzania sasa mlango umefunguliwa jiunge namatajiri bila kutoa kafala binadam utapewa mtajiongea wakala
scam,Mjukuu wangu ndagu niliyokukabizi hiyo uwe makini na pesa hizo zinazokuja usiogope ndio mafanikio yako si nilikwambia utafanikiwa kwa mda mfupi sasa umeona mwenyewe na siri hiyo usitowe kwa mtu yoyote utajili huo ni mkubwa sana utaweza kuweka miladi ya kira aina popote pale unipigie nikuelekeze.,mjukuu wangu ndagu niliyokukabizi uwe makini pesa hizo zinazokuja usiogope ndio mafanikio yako si nilikwambia utafanikiwa mda mfupi sasa umeona mwenyewe siri usitowe mtu yoyote utajili huo mkubwa utaweza kuweka miladi kira aina popote pale unipigie nikuelekeze
scam,Nitumie tu kwenye hii Tigo 0733822240 jina SALOME KALUNGA.,nitumie tu kwenye tigo jina salome kalunga
scam,HABARI ZAUKO NI MIMI MWENYE NYUMBA WAKO MNA ENDEREAJE APO NYUMBANI IYO NAMBA YANGU MPYA YA tigo NAKUMBUSHIA KODI YANGU  MANA NAONA KIMYA SANA NAOMBA TUWA SIRIANE,habari zauko mwenye nyumba wako mna endereaje apo nyumbani iyo namba mpya tigo nakumbushia kodi mana naona kimya naomba tuwa siriane
trust,Nimepata picha nzuri za likizo yetu. Nitazituma ili uone.,nimepata picha nzuri likizo nitazituma ili uone
scam,Utanitumia. kwemye namba 0784862618 ya Tigo jina Magomba Maila.,utanitumia kwemye namba tigo jina magomba maila
scam,Iyo ela tuma humu kwenye TIGO 0773409724 Jina lije NASHONI MBIRIBI.,iyo ela tuma humu kwenye tigo jina lije nashoni mbiribi
trust,"Ulitoka wapi jana usiku? Nilikuwa nikipanga kukuona, lakini hukufika!",ulitoka wapi jana usiku nilikuwa nikipanga kukuona lakini hukufika
trust,"Niko njiani, nitafika ndani ya dakika 10.",niko njiani nitafika ndani dakika
scam,"Mpigie Mzee SALOME KALUNGA kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0788542784",mpigie mzee salome kalunga tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga
scam,Basi iyo hela nitumie kwenye namba hii 0699137921 jina litakuja (SALOME KALUNGA) ile namba usitumie laini inamatatizo.,basi iyo hela nitumie kwenye namba jina litakuja salome kalunga ile namba usitumie laini inamatatizo
scam,Iyo ela itume humu kwenye TIGO 0615810764 jina lije JOACHIM KAPUFI.,iyo ela itume humu kwenye tigo jina lije joachim kapufi
trust,Tafadhali nipatie risiti ya manunuzi ya jana kwa ukaguzi.,tafadhali nipatie risiti manunuzi jana ukaguzi
scam,"VODA OFA hongera umepata zawadi Sh5,000,000 milioni kutoka (VODA OFA) piga sim,.0750335946 kupata zawadi  asante",voda ofa hongera umepata zawadi sh milioni kutoka voda ofa piga sim kupata zawadi asante
trust,Umeona video ya Harmonize aliyoposti leo? Jamaa anasema anaacha muziki!,umeona video harmonize aliyoposti leo jamaa anasema anaacha muziki
trust,Upo wapi sasa?,upo wapi sasa
scam,tuma kwenye namba hii ya Tigopesa 0675259049 jina litakuja MWANAIDI KHAMISI Ukituma unijulishe,tuma kwenye namba tigopesa jina litakuja mwanaidi khamisi ukituma unijulishe
scam,Utanitumia kwenye ii 0695567435 TIGO jina PEREGIA FILIPO namba yangu inadeni usiitumie,utanitumia kwenye ii tigo jina peregia filipo namba inadeni usiitumie
trust,"Simba walicheza vizuri jana, lakini Yanga waliwazidi ujanja dakika za mwisho.",simba walicheza vizuri jana lakini yanga waliwazidi ujanja dakika mwisho
trust,Uliona post ya Vanessa Mdee na Rotimi? Wanaonekana kama couple goals kabisa!,uliona post vanessa mdee rotimi wanaonekana kama couple goals kabisa
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0696530433 UKIWA TAYARI KUJIUNGA,friimason timiza ndoto kumiliki pesa majumba magari kifahari pia kuza biashara vipaji nyota pete tupigie simu ukiwa tayari kujiunga
scam,"KARIBU UJIUNGE NA CHAMA CHA (666)FREE'MASON UBADILISHE MAISHA YAKO.MILIKI MALI,PESA(UTAJIRI) MAJUMBA NA MAGARI BILA KAFALA PIGA 0699137921 au 0699137921",karibu ujiunge chama cha freemason ubadilishe maisha yakomiliki malipesautajiri majumba magari bila kafala piga
trust,Tukutane saa moja jioni kwenye eneo lile.,tukutane saa moja jioni kwenye eneo lile
scam,"Vodacom IG2A Imethibitishwa namba yako ya 078 ... imeshinda Tsh6,000,000.00/=million kutoka Tuzo point ilikupokea ela yako piga 0782435667 Asante",vodacom iga imethibitishwa namba yako imeshinda tshmillion kutoka tuzo point ilikupokea ela yako piga asante
trust,Asante kwa zawadi yako nzuri.,asante zawadi yako nzuri
scam,"We need urgently Need Staff salary 1,500,000TZS. Reach HR team at: wa.me/2550750335946.",we need urgently need staff salary tzs reach hr team at wame
trust,Nahitaji maelekezo ya jinsi ya kufika nyumbani kwako.,nahitaji maelekezo jinsi kufika nyumbani kwako
trust,Kocha mpya wa Taifa Stars anafanya mabadiliko makubwa. Nafikiri timu itaimarika.,kocha mpya wa taifa stars anafanya mabadiliko makubwa nafikiri timu itaimarika
scam,Nitumie tu kwenye hii halotel 0657666983 jina SAID MTAALAM .,nitumie tu kwenye halotel jina said mtaalam
scam,"IYO PESA ITUME KWENYE NAMBA HII 0676584303 JINA ITALETA JOACHIM KAPUFI NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE",iyo pesa itume kwenye namba jina italeta joachim kapufi nimeazima simu wakala hapa laini natatizo upande wa kupokea pesa asante
scam,0755667788 Jina litakuja PEREGIA FILIPO Nitumie kwenye hiyo TIGO,jina litakuja peregia filipo nitumie kwenye tigo
trust,Ningependa kujua kama uko tayari kwa mahojiano ya kazi. Nimepata nafasi nzuri.,ningependa kujua kama uko tayari mahojiano kazi nimepata nafasi nzuri
scam,Utanitumia kwa hîi VODACOM 0782734560 j'ina ni HADIJA LAI.,utanitumia hîi vodacom jina hadija lai
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0787-406-889 AU 0787-406-889",karibu freemason utimize ndoto biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg
trust,"Nimepanga chakula cha jioni kwetu leo, najua utafurahi.",nimepanga chakula cha jioni kwetu leo najua utafurahi
scam,"Mpigie Mzee PETER NYANGE kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0689592818",mpigie mzee peter nyange tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga
scam,Nitumie tu kwenye hii HALOTEL 0657666983 jina JUMANNE YASINI MASAKA.,nitumie tu kwenye halotel jina jumanne yasini masaka
trust,Umesikia udaku wa jamaa?,umesikia udaku wa jamaa
